2421	8439	560	2851	5322	2912	4962	616	227	364	1012	79	1099	632	79	1723	1514	264	86	123	39	144	558	216	763	8	324	278	305	11	183	43	105	93	39	117	141	50	36	71	80	227	44	42	43	52	53	11	43	64	5	15	26	170	64	70	21	37	1	2	6	7	13	22	25	60	33	29	0	12	68	61	15	21	5	11	73	43	6	19	12	23	9	2	1	14	11	35	9	34	8	50	7	3	6	4	30	10	21	5	7	10	37	1	10	14	31	2	6	21	1	16	20	7	60	16	9	34	14	12	11	6	1	8	1	13	7	4	0	3	0	2	4	0	4	6	3	21	8	2	8	10	13	5	12	1	18	3	12	2	0	5	1	5	3	7	12	5	30	14	5	1	10	3	22	1	15	0	5	7	6	14	3	1	12
2267	7947	545	2689	5159	2816	4670	638	188	300	983	63	1110	572	60	1630	1553	252	76	126	36	135	562	188	688	6	287	252	256	9	185	27	90	89	32	104	128	47	28	73	103	211	51	33	31	47	62	12	47	65	7	22	28	162	40	59	13	33	3	4	5	5	9	26	23	53	39	41	4	18	65	51	8	20	12	24	74	39	5	10	10	33	7	3	2	27	14	32	8	24	4	44	16	8	2	3	31	8	10	6	5	10	24	2	15	12	27	0	10	18	1	10	13	5	58	11	8	26	24	13	16	7	3	7	1	9	8	3	1	2	0	1	6	1	3	5	1	20	4	3	15	3	13	0	19	1	9	3	6	2	2	8	0	6	5	3	24	13	26	21	5	3	6	0	19	2	16	0	2	3	2	6	1	2	15
2045	7119	472	2471	4844	2669	4445	547	185	343	843	70	991	547	61	1473	1426	247	56	109	24	127	524	166	609	5	264	250	247	6	147	36	85	84	25	111	116	51	23	65	82	186	41	30	34	37	49	8	42	70	7	12	31	134	47	49	20	32	3	2	3	10	11	13	31	45	26	20	0	12	60	39	7	11	4	28	70	35	12	21	5	24	4	2	2	14	14	33	8	25	5	45	10	5	5	4	20	7	13	3	3	6	24	1	6	6	36	1	2	14	1	14	12	1	33	15	2	31	15	6	10	3	5	10	1	9	2	4	1	4	0	0	4	0	5	3	2	13	7	1	15	11	9	0	10	1	11	2	2	5	0	3	0	7	3	3	17	7	24	16	0	2	5	7	20	1	15	2	2	4	0	7	3	2	4
74	261	11	92	152	94	164	20	8	8	41	3	29	19	2	43	40	9	2	3	1	4	25	5	19	0	6	10	6	0	5	1	1	4	1	1	6	2	0	1	3	6	0	2	2	2	2	0	2	2	0	0	2	4	3	1	2	1	0	0	0	0	0	0	0	2	1	0	1	0	2	1	1	0	0	0	2	2	0	0	1	0	0	0	0	2	0	1	0	1	0	2	0	0	0	0	1	0	2	0	0	2	1	0	0	1	0	0	1	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1535	5267	343	1731	3449	1831	3063	402	126	224	674	51	694	394	44	1034	999	153	44	76	12	89	368	105	482	11	195	170	171	15	121	26	68	50	22	80	101	17	18	51	52	141	35	30	20	33	41	9	24	39	6	11	21	106	34	34	11	26	1	1	4	5	10	6	18	42	19	17	0	13	40	27	9	10	5	8	49	27	7	7	7	22	8	2	0	10	7	29	7	16	4	40	9	3	2	0	26	6	9	2	5	7	19	1	3	10	23	0	5	14	1	6	10	2	36	7	9	16	12	6	3	2	0	5	1	5	2	2	0	1	1	0	1	0	4	6	0	10	2	1	15	4	14	2	9	1	8	4	9	2	1	0	2	1	2	2	7	2	16	14	3	2	2	3	21	3	10	2	2	2	0	4	1	1	3
937	3270	224	1070	1991	1157	1961	257	94	122	439	23	463	224	20	649	625	119	24	49	11	58	225	104	305	3	136	119	130	7	75	20	30	37	13	39	57	25	9	26	38	87	20	12	15	21	18	9	22	19	4	7	12	65	24	16	2	11	3	0	1	6	5	7	6	30	18	11	2	2	28	14	4	6	4	14	29	22	3	9	2	16	5	0	0	9	8	23	5	11	1	16	7	0	3	1	15	1	6	3	1	4	15	1	0	4	17	0	0	4	1	5	10	1	14	5	4	16	6	5	4	2	1	1	0	3	5	0	3	0	0	0	3	0	3	1	0	9	2	0	5	1	2	0	4	0	4	3	8	2	1	3	0	3	1	2	3	4	9	7	1	0	4	4	9	1	4	1	2	3	0	3	1	0	0
3098	10362	704	3464	6781	3685	6146	816	285	442	1240	110	1385	753	106	2142	2009	332	90	166	41	172	662	228	951	8	431	385	400	16	217	44	106	118	46	135	154	62	37	85	109	272	57	62	55	63	69	17	51	90	9	17	39	191	75	84	25	40	7	3	5	17	27	23	39	82	40	48	3	19	73	60	10	19	12	29	93	57	10	28	15	43	11	4	3	23	17	57	13	28	5	54	5	6	6	4	43	10	26	7	4	12	34	1	10	11	51	2	7	27	0	23	24	6	57	18	14	47	28	24	15	14	4	20	0	12	11	6	3	3	0	5	4	2	4	6	3	23	6	1	22	9	17	4	13	1	15	4	12	5	0	5	0	9	4	4	13	16	30	16	6	8	9	10	24	4	19	1	3	3	5	6	0	3	10
585	2001	149	706	1316	687	1219	147	61	78	252	18	265	136	23	405	410	64	28	19	12	37	154	54	181	2	77	68	69	1	47	7	33	16	7	31	29	8	10	13	18	56	7	9	6	18	11	5	10	12	3	2	6	38	13	16	5	13	2	0	1	1	2	6	8	9	7	10	1	5	19	10	3	7	4	4	21	10	3	10	2	8	2	1	1	1	2	9	2	6	2	16	2	0	0	2	10	2	5	1	0	2	8	0	4	4	12	2	1	7	0	2	1	1	12	2	1	10	3	6	4	2	1	3	0	4	6	1	0	0	0	0	1	0	5	3	1	4	2	0	9	1	5	0	3	0	2	0	0	2	0	2	0	0	0	0	5	1	11	0	1	0	4	2	5	1	4	0	0	3	0	3	0	0	1
451	1592	115	535	997	553	930	129	43	62	195	9	197	120	11	311	285	45	11	31	4	33	112	35	127	0	62	50	59	2	44	4	17	15	7	24	27	11	7	13	19	46	9	9	10	8	11	4	10	12	2	3	6	36	8	6	5	9	2	0	1	1	0	4	9	13	10	10	0	3	8	10	4	3	1	5	21	8	3	3	5	8	0	0	0	2	3	4	0	5	0	12	1	0	0	0	5	1	4	1	1	1	5	1	1	2	12	0	2	3	0	2	7	1	11	2	3	5	1	1	0	1	1	2	0	3	3	1	0	0	0	0	0	0	0	2	0	2	2	0	2	0	4	0	2	0	3	0	4	2	0	1	0	0	2	1	6	0	6	2	1	1	1	1	7	1	1	0	2	0	1	2	0	0	1
812	2851	167	929	1801	978	1689	191	66	139	349	37	369	185	31	529	518	93	32	35	9	56	189	68	245	4	102	110	91	1	71	11	36	25	19	32	43	14	9	16	32	66	14	13	5	23	18	3	18	23	5	4	9	51	15	24	5	11	5	0	1	3	5	8	15	18	17	13	0	4	24	17	5	6	4	9	30	12	4	6	6	10	2	2	1	6	2	13	9	15	2	17	3	3	4	0	13	3	6	1	2	1	11	0	5	5	10	0	2	6	0	5	11	1	21	4	5	4	4	5	3	1	0	3	0	2	4	2	0	1	0	0	2	0	1	1	1	5	2	1	4	1	7	3	3	0	10	0	1	1	0	2	0	3	1	1	8	2	9	8	0	1	5	0	10	0	6	0	2	3	1	5	0	3	2
