926	215	284	310	305	85	253	636	302	146	516	373	140	157	88	7	4	125	122	194	39	29	42	23	3	26	32	23	64	21	4	19	12	2	20	24	5	33	14	14	14	28	4	17	1	2	16	8	4	15	1	8	16	0	7	2	7	4	0	17	4	4	1	3	7	1	2	3	2	1	0	14	2	6	2	5	19	3	22	5	2	6	3	0	3	0	6	0	3	3	1	0	2	6	1	1	0	10	0	2	4	2	0	1	2	0	2	4	3	1	1	0	1	0	0	1	3	1	1	5	0	3	3	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	6	0	0	0	1	3	0	2	1	0	2	0	1	1
5503	1199	1850	2019	1945	526	1677	4199	1856	1033	3282	2372	755	1050	537	34	57	685	713	1189	265	164	260	156	32	143	229	138	510	185	16	97	82	11	95	129	25	202	48	74	103	148	23	138	2	23	84	30	19	97	0	33	99	4	29	8	47	9	12	86	49	26	9	6	44	20	3	10	20	6	0	83	4	33	5	51	91	20	109	30	10	20	17	11	29	8	16	2	24	11	17	7	11	35	19	1	6	32	9	5	31	16	1	7	7	2	15	35	20	1	9	17	3	2	2	12	5	17	0	11	5	10	13	14	2	4	1	3	1	0	2	2	1	5	11	1	0	7	22	0	3	0	5	9	1	17	7	10	7	2	10	2
425	92	164	159	150	33	128	338	163	82	266	161	57	89	36	2	3	57	62	107	14	9	17	11	4	10	13	11	44	9	1	5	9	2	6	7	2	12	3	1	9	13	1	5	0	0	13	4	3	7	0	0	7	1	6	1	3	0	0	7	3	3	1	1	3	1	0	0	2	2	0	7	1	3	0	2	6	1	7	5	1	3	0	0	4	1	1	0	4	0	0	0	2	4	1	1	0	1	1	0	1	0	0	0	0	1	0	1	3	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	2	2	1	0	1	0
675	143	242	244	251	51	211	497	183	126	390	273	93	149	70	4	3	78	90	144	27	24	27	17	3	14	31	13	61	21	4	9	9	0	13	22	2	32	11	9	9	8	2	13	0	7	11	2	1	11	0	5	11	0	0	0	10	0	0	11	6	4	0	1	3	1	0	3	3	1	0	13	1	6	2	9	9	2	10	4	0	4	2	1	1	1	2	0	2	2	1	3	0	3	5	0	1	4	1	1	0	1	0	0	0	1	3	9	0	0	0	3	1	2	0	1	0	3	0	1	0	1	3	0	0	1	0	1	0	0	0	0	0	0	2	0	0	2	6	0	0	0	0	0	0	3	2	1	2	0	5	0
1241	257	430	464	436	130	417	954	423	250	729	517	161	239	100	8	8	132	136	305	52	50	55	36	11	35	53	31	120	42	2	13	19	3	21	31	6	37	11	19	17	28	6	26	1	7	22	7	2	19	0	5	20	3	11	3	15	3	4	24	11	4	2	2	9	2	0	0	3	1	0	20	2	10	3	8	18	3	20	6	5	5	3	1	9	2	7	1	6	3	2	2	0	14	4	0	4	6	3	4	2	1	1	1	0	0	1	9	10	0	3	2	2	0	0	4	2	1	1	2	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	2	0	0	0	1	1	1	2	0	1	2	1	1	0
11	2	7	2	3	1	4	5	10	1	5	8	1	1	1	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	6	21	18	15	8	12	37	21	4	23	15	3	7	6	1	0	6	5	6	2	0	0	2	0	1	4	2	7	2	1	3	1	0	1	2	1	1	1	0	1	2	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557	127	210	186	184	63	186	405	166	109	286	255	87	100	45	1	5	57	68	137	29	15	30	10	4	18	31	17	54	18	0	13	6	1	15	20	3	15	8	12	6	15	0	5	0	0	11	2	2	12	0	3	11	0	6	1	7	2	1	13	2	0	0	1	2	1	2	2	2	0	0	12	0	4	3	7	6	2	7	4	2	1	3	0	3	0	3	0	3	1	1	1	3	4	2	0	0	3	1	1	0	1	0	2	0	0	2	5	2	2	0	0	1	0	1	3	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0
593	142	180	224	204	55	200	464	220	97	381	256	83	136	59	2	6	76	80	135	36	17	28	20	0	11	20	22	57	17	0	12	10	1	11	19	2	22	7	8	9	8	2	7	0	3	16	5	1	14	0	4	10	0	7	0	4	1	0	12	4	2	1	0	5	0	1	1	1	0	0	16	0	7	2	4	8	4	11	3	0	2	0	0	5	2	2	0	5	1	1	1	1	4	4	0	2	2	1	1	4	0	0	1	0	0	0	4	1	1	0	0	0	0	0	0	0	2	0	1	0	1	1	3	0	0	0	2	0	0	0	1	0	1	5	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	2	0
180	60	76	66	61	17	59	136	80	25	110	77	28	25	23	0	0	32	23	36	11	5	9	4	0	6	9	4	24	10	0	2	2	0	3	5	1	6	2	1	4	5	2	2	0	3	3	1	2	4	0	2	1	1	0	0	4	1	0	2	1	3	0	0	0	0	0	0	1	0	0	4	1	0	0	4	2	1	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
