21112	7448	562	1671	114	3831	16358	3581	8011	347	1784	27	1752	598	97	420	313	1745	195	552	27	49	1146	23	634	318	109	220	137	754	63	118	733	257	14	25	18	126	139	32	364	222	11	43	28	15	138	84	324	7	108	38	138	2	59	8	378	69	35	5	79	75	92	43	254	77	23	40	215	121	18	5	3	96	40	18	45	5	68	13	18	3	123	22	50	84	41	5	105	83	61	13	25	36	15	42	57	30	9	69	5	72	11	4	10	16	32	91	21	12	35	31	63	4	79	13	27	8	42	9	6	6	76	16	4	13	18	26	26	2	8	20	44	35	4	41	1	6	16	18	24	14	18	10	14	6	41	2	19	8	2	8
13717	4980	393	1027	105	2518	10744	2401	5321	210	1164	18	1142	410	50	260	240	1192	121	366	22	31	761	18	417	197	99	169	95	478	50	91	461	236	11	15	13	73	92	18	277	182	3	24	30	10	105	53	207	3	62	18	104	0	43	7	240	43	23	1	47	48	56	18	165	49	15	36	118	73	9	8	2	73	26	9	26	4	51	14	6	5	65	11	37	60	23	8	66	58	51	15	14	21	10	22	28	17	5	44	4	43	1	1	3	15	20	77	11	10	23	15	45	6	36	12	23	7	24	6	6	0	48	9	1	6	12	16	10	5	2	12	22	19	3	29	1	5	12	14	27	13	14	8	8	5	32	3	13	3	1	9
4289	1533	119	350	24	794	3286	806	1638	66	404	8	335	122	22	80	77	346	39	111	4	16	267	6	125	78	29	38	23	142	17	24	170	55	2	4	4	24	25	7	87	41	0	6	6	1	32	20	63	1	17	9	35	2	13	1	66	11	7	0	18	19	17	5	56	13	4	10	34	33	3	3	1	15	8	4	11	3	13	4	2	0	24	6	15	16	8	2	16	14	12	4	3	3	6	8	7	5	3	15	2	19	0	0	2	5	3	20	5	4	10	7	12	1	8	1	7	0	6	2	1	0	17	6	1	6	0	7	9	1	0	8	13	9	1	13	1	0	1	6	7	2	5	3	4	1	5	1	6	2	1	0
7552	2620	196	552	41	1303	5814	1228	2809	113	642	9	596	205	33	132	118	653	68	180	9	19	445	7	225	115	47	65	51	254	20	59	266	105	2	8	8	38	37	14	152	85	9	17	13	1	56	40	113	4	35	12	55	1	21	3	106	16	9	1	33	35	27	9	102	30	9	16	66	41	4	4	3	35	11	8	18	1	29	4	3	3	36	11	23	37	10	2	28	26	13	4	10	12	7	15	20	9	2	18	5	22	3	1	4	7	13	25	4	4	11	13	22	0	21	3	12	1	12	4	3	1	22	8	3	9	4	10	6	5	2	4	23	9	0	15	0	0	4	7	8	2	8	4	1	2	13	2	13	3	0	2
2524	909	58	187	17	496	1967	432	948	41	223	2	215	84	15	56	32	205	17	62	2	3	144	8	64	33	14	18	18	87	15	19	81	45	0	2	1	12	14	3	43	31	0	3	7	0	16	6	44	0	10	5	17	0	7	0	40	5	8	0	12	12	7	2	27	12	2	8	23	9	4	1	2	14	4	4	5	0	8	4	4	0	14	6	6	9	4	0	8	17	5	2	2	7	1	6	4	5	0	7	0	5	2	0	0	0	2	13	3	5	5	5	5	0	6	1	5	0	10	0	0	0	7	1	0	1	0	8	2	0	0	1	6	6	1	9	0	3	2	4	2	0	2	0	1	2	8	0	5	0	0	3
5448	2027	151	442	37	995	4416	1019	2086	92	458	6	443	167	25	99	65	457	59	141	4	14	312	11	172	86	35	63	51	195	23	31	203	67	3	4	10	31	35	9	106	76	0	7	11	3	41	21	100	2	29	12	42	1	11	1	103	21	8	1	18	27	21	7	55	20	11	15	55	32	4	2	0	29	13	6	9	1	17	2	8	1	25	3	16	27	11	6	27	23	21	2	4	8	4	7	14	7	0	24	1	20	3	0	0	4	3	30	5	8	5	6	21	2	13	4	8	0	9	0	3	1	24	5	3	0	2	7	4	1	0	6	12	12	1	11	0	3	1	9	5	3	7	1	1	3	13	1	6	2	2	7
3661	1223	105	263	20	602	2799	570	1348	61	319	7	308	110	22	74	46	316	37	80	7	9	215	8	108	47	22	38	15	137	12	24	126	46	3	3	2	21	19	4	73	51	0	10	8	1	30	16	47	0	16	10	26	0	14	2	58	11	4	1	15	12	18	4	40	12	5	7	31	20	4	6	1	24	11	3	10	0	10	3	3	1	22	0	5	24	7	0	17	10	12	2	3	8	3	8	8	4	2	7	1	12	1	0	0	4	3	14	3	5	10	4	16	0	10	0	6	2	8	4	0	3	16	7	0	3	0	5	6	2	0	3	7	8	3	11	0	3	3	1	1	5	3	2	1	4	7	0	2	1	0	3
5992	2101	157	452	44	1117	4484	988	2316	98	482	9	461	190	33	112	99	536	70	150	0	13	318	5	217	89	37	64	41	221	17	44	197	80	2	9	7	32	31	14	94	62	0	5	9	3	43	15	89	2	30	5	36	0	18	1	96	26	15	0	27	15	22	9	73	20	7	8	52	41	8	1	0	21	11	4	12	3	21	11	1	1	36	6	15	25	8	1	23	14	19	8	10	9	5	9	16	7	1	11	2	16	4	0	3	9	8	20	2	6	8	6	15	0	27	4	12	4	12	4	0	1	19	4	1	2	2	6	6	0	1	4	16	6	2	13	0	2	6	5	15	2	6	4	0	0	10	2	9	0	1	3
611	209	17	46	4	96	484	124	240	12	47	0	47	26	3	13	13	40	8	10	0	0	38	0	15	9	7	5	5	25	1	2	25	3	0	1	0	3	2	1	10	9	0	0	3	1	5	3	7	0	5	2	11	1	1	0	11	1	0	0	3	1	4	1	4	0	0	0	4	0	1	1	0	2	2	1	4	0	1	1	0	0	1	1	1	6	0	0	3	2	0	1	0	0	1	0	2	1	0	2	0	2	0	1	0	0	0	3	3	1	1	0	0	0	3	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	3	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1
904	375	20	78	7	189	724	167	384	17	86	0	89	24	3	19	18	72	10	34	2	0	44	1	26	9	4	12	6	38	6	4	33	15	3	2	0	11	5	0	9	8	1	0	1	0	7	0	16	0	2	1	7	0	0	0	26	4	4	1	3	6	1	1	12	4	1	5	7	3	0	0	0	6	3	0	2	2	2	0	3	0	5	2	1	2	1	0	4	6	5	1	2	2	0	3	2	1	1	0	0	1	0	0	0	1	0	2	1	1	0	0	1	0	2	1	0	0	2	0	0	0	2	0	0	2	1	1	1	0	0	1	3	0	0	2	0	1	3	1	1	0	0	0	0	1	5	0	2	0	0	0
