3303	18038	4162	334	3654	34	36	981	942	303	277	567	541	163	70	120	794	617	7	660	258	7	145	664	317	54	52	212	398	4	559	92	252	26	15	57	1	56	4	50	32	152	87	47	78	15	63	101	56	43	1	44	62	0	12	32	106	31	64	50	21	38	57	8	33	49	11	32	8	35	21	2	8	11	24	8	12	82	41	17	78	37	10	17	26	11	0	1	9	13	14	141	17	9	16	27	25	3	57	13	8	26	10	1	29	0	13	11	26	12	37	9	0	20	0	17	4	0	57	18	9	36	9	12	1	2	0	10	5	5	5	9	2	18	0	3	0	20	22	7	11	8	1	16	6	2	15	1	5	3	0	0	2	3	0	1	0	18	1	1	18	7	3	5	9	0	15	4	4	6	0	6
6647	37017	8526	713	7498	61	72	2147	1954	708	540	1119	1156	302	156	232	1670	1321	16	1282	535	13	301	1248	689	114	161	416	850	8	1288	153	598	58	22	119	9	103	17	105	72	304	171	107	142	45	144	192	76	63	3	87	123	1	18	68	193	52	117	106	61	92	128	11	84	117	24	97	30	66	36	10	26	9	67	9	18	158	95	52	159	64	16	30	52	15	0	1	11	29	27	253	35	27	30	37	79	0	108	32	15	42	26	3	70	1	35	53	69	27	48	18	0	37	3	48	4	0	122	35	15	71	9	16	1	2	0	14	18	12	4	15	13	28	1	4	5	41	26	25	36	13	6	29	19	4	15	1	4	3	3	3	3	8	5	1	5	27	1	4	28	19	11	12	8	0	24	5	6	6	7	13
566	3185	667	70	654	5	6	200	169	62	49	112	103	28	10	20	133	119	2	122	44	1	24	77	55	4	13	38	78	2	87	14	43	3	1	14	0	8	0	15	4	28	18	14	17	2	17	13	8	2	1	3	7	0	4	6	15	4	11	14	7	7	7	0	8	11	1	10	2	9	3	1	1	4	6	2	0	9	9	3	16	2	0	3	3	0	0	0	2	2	2	24	6	0	3	7	4	0	8	3	2	5	3	0	4	0	1	2	4	1	9	2	0	2	0	4	0	0	8	1	0	6	4	2	0	0	0	0	1	4	1	1	1	2	0	0	0	5	4	1	2	1	1	2	1	0	2	0	0	0	0	0	1	0	0	0	0	3	0	1	0	1	0	2	0	0	3	1	3	0	0	1
533	3040	688	77	605	5	8	202	155	62	48	101	92	28	12	21	115	99	0	106	47	0	24	96	61	8	14	35	72	2	106	16	34	6	0	14	0	5	1	8	5	22	15	12	13	1	6	13	6	4	1	8	9	0	1	7	19	2	12	15	6	6	11	1	6	7	0	9	1	3	3	1	3	1	4	1	0	11	12	5	10	5	0	4	5	2	1	1	4	1	2	18	2	2	2	6	3	0	9	5	0	1	1	0	1	0	4	4	4	1	4	2	0	3	0	6	1	0	8	4	3	4	0	1	0	1	0	1	1	0	0	1	0	6	0	0	1	2	5	0	3	2	0	1	2	0	3	0	0	0	0	0	0	0	0	0	1	2	1	0	2	1	0	0	1	0	2	1	0	1	1	1
3123	17232	3974	351	3553	29	28	954	924	319	273	509	561	138	64	96	754	628	8	588	272	6	132	594	293	58	62	204	368	2	572	73	269	23	9	57	2	45	5	69	25	142	75	47	84	16	78	92	50	36	2	37	56	1	12	34	93	22	50	55	38	47	51	13	37	34	9	34	14	35	19	5	13	4	26	6	11	78	41	17	77	28	7	12	18	4	1	2	6	11	13	128	13	11	10	19	35	1	54	26	1	12	9	2	19	3	12	12	28	19	32	8	1	22	0	8	5	0	54	6	5	36	7	8	0	0	0	8	6	6	4	6	3	21	1	0	1	14	18	13	19	4	4	8	9	1	9	1	3	2	1	0	2	5	1	0	3	13	1	0	15	7	3	4	3	1	7	3	10	3	3	3
78	390	89	7	61	1	1	23	23	5	2	8	10	8	2	3	20	21	0	11	4	0	2	6	10	0	2	5	5	0	20	1	5	2	0	3	0	0	1	2	1	1	2	1	7	0	2	1	0	1	0	0	0	0	1	0	1	1	3	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	3	0	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
2880	15788	3724	305	3276	26	33	901	868	323	231	517	535	144	60	102	743	564	5	558	233	6	119	509	294	43	59	196	344	5	525	63	227	21	11	45	0	56	2	53	28	126	77	49	68	22	61	92	37	30	3	44	53	0	15	32	98	30	50	50	22	47	44	16	31	34	8	44	10	30	15	2	10	2	27	3	5	63	46	17	78	37	11	11	21	7	0	1	8	14	7	96	12	11	12	23	28	0	39	21	7	16	10	4	29	1	13	22	27	13	30	12	0	9	0	11	3	1	54	18	1	34	4	11	0	0	1	5	7	4	6	5	8	14	0	1	2	19	13	8	20	5	3	6	6	1	8	1	6	0	0	1	1	3	0	0	4	15	2	2	8	9	6	5	2	0	8	2	8	5	2	5
332	1790	413	30	408	4	4	105	90	28	22	48	56	23	6	10	71	70	0	57	30	0	14	57	29	5	8	21	33	1	59	1	25	4	1	4	0	3	0	7	0	15	3	9	9	0	5	7	6	1	0	6	5	0	1	2	9	6	5	9	1	2	7	2	3	3	0	3	2	4	4	1	1	0	3	2	1	12	6	1	8	4	1	2	1	1	0	0	0	1	2	15	1	2	2	1	1	1	8	2	0	2	2	0	4	0	1	7	1	1	1	2	0	2	0	2	0	0	5	2	0	7	0	1	0	0	0	0	2	0	0	0	0	3	0	1	1	3	4	2	0	0	0	4	1	1	0	1	1	0	0	0	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	1	1	0	0	0
116	687	169	10	139	1	3	45	51	7	9	21	22	7	3	5	33	22	1	21	6	0	3	24	13	2	2	4	12	0	23	3	12	0	1	4	0	1	0	2	2	3	3	3	3	1	3	4	1	4	0	1	3	0	0	0	3	0	1	4	1	0	1	1	0	4	0	3	0	1	0	0	0	0	1	0	1	1	2	0	2	0	1	0	0	0	0	0	0	0	1	5	0	0	0	3	1	0	3	0	0	1	1	0	0	0	2	0	1	0	0	1	0	1	0	1	0	0	4	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1960	10429	2336	195	2209	17	23	606	573	207	155	359	373	82	39	85	483	372	5	341	142	7	81	382	165	29	33	124	207	1	352	37	146	15	7	37	0	30	3	31	15	99	48	24	44	14	48	60	30	25	1	26	32	0	9	24	53	12	40	37	17	38	28	3	24	29	5	27	11	19	15	5	5	3	15	5	7	60	28	11	50	20	3	6	14	3	0	0	7	6	5	71	7	9	8	10	14	1	25	8	2	18	7	0	18	0	9	11	18	7	14	7	0	12	0	13	0	0	45	6	2	13	4	7	0	1	0	4	2	5	3	8	4	9	1	4	4	13	10	6	6	5	3	7	3	1	3	1	3	1	0	0	1	2	0	0	1	7	0	0	9	2	3	2	0	0	4	1	5	0	3	3
288	1725	362	32	353	4	5	83	99	33	27	45	41	12	14	12	64	76	1	56	21	3	10	51	27	6	6	15	30	1	62	8	28	3	2	7	0	2	0	3	2	11	6	10	9	2	9	8	3	4	0	2	4	0	0	5	9	2	2	5	3	9	4	1	11	3	0	4	0	3	5	0	1	1	2	1	1	11	4	1	3	3	1	0	0	2	0	0	0	1	1	15	2	1	1	3	5	0	4	0	0	2	1	1	3	0	0	0	3	1	3	1	0	0	0	1	0	0	6	1	0	2	0	3	1	0	0	2	0	0	1	2	0	2	0	0	0	1	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	6	0	0	0	1	1	1	0	0	0	1	0	0	0	0
305	1744	385	21	356	2	1	92	73	27	22	55	49	10	5	12	85	62	0	77	18	0	15	58	20	5	10	19	38	1	54	14	24	1	4	7	0	5	0	5	2	13	16	8	11	1	5	10	3	4	0	4	1	0	2	5	9	0	6	6	3	8	5	0	3	5	0	6	1	5	2	2	2	2	6	0	1	7	0	2	5	0	0	1	1	1	0	0	1	1	0	19	1	1	2	2	1	1	5	2	0	2	2	0	3	0	0	2	2	2	5	0	0	3	0	2	1	0	5	1	0	3	2	2	0	0	0	2	0	2	0	1	0	3	0	0	0	2	1	0	1	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	1
