5048	4175	1469	1024	1537	657	1039	1187	743	672	226	1766	774	324	303	50	166	114	180	163	729	121	118	88	89	163	151	79	60	209	170	49	612	2	169	117	74	100	88	39	197	217	39	37	5	29	137	5	86	17	4	12	7	222	62	26	24	63	58	82	9	76	6	58	60	4	15	25	6	16	25	36	33	27	48	15	5	6	11	10	7	7	6	4	56	29	18	1	13	4	16	11	58	13	97	3	3	2	0	6	0	3	22	3	1	19	17	14	26	4	4	2	3	13	26	36	1	4	2	0	2	2	2	6	4	3	9	3	2	5	1	9	8	3	8	5	1	2	2	16	1	4	16	0	12	6	9	2	3	10	0	3	1
7325	5981	2114	1503	2220	940	1566	1807	1041	966	315	2660	1119	439	425	63	254	165	266	219	1114	186	153	134	142	261	229	126	95	226	225	93	904	7	269	184	109	159	113	64	297	356	54	46	6	27	202	2	142	18	10	12	12	265	108	28	32	78	64	105	17	112	8	76	86	15	16	40	7	19	32	28	58	47	67	18	6	5	19	6	12	13	13	6	84	53	34	7	21	6	24	13	83	16	142	13	10	7	0	4	0	1	16	9	4	28	33	17	33	1	2	5	13	20	33	50	0	12	7	1	0	4	6	6	1	2	8	7	4	5	4	14	14	4	13	12	3	5	3	25	4	6	25	2	23	6	15	3	2	15	0	7	4
3933	3131	1083	720	1164	482	815	930	526	478	168	1421	607	243	255	35	121	75	139	116	564	89	84	59	63	144	132	62	36	132	107	41	448	3	151	91	61	102	61	31	161	172	38	16	2	14	112	1	63	11	1	5	2	144	62	20	16	43	35	66	12	52	8	42	34	8	9	17	3	14	18	22	21	26	39	9	2	3	16	5	8	11	4	2	51	28	20	6	12	2	14	12	44	6	53	5	4	3	0	2	1	4	13	5	2	18	13	9	11	3	1	4	5	6	18	27	0	6	4	0	2	3	2	2	5	1	9	3	2	3	1	5	7	4	3	2	0	0	2	7	3	3	14	0	7	7	5	1	1	8	1	1	2
1586	1265	457	298	459	183	307	354	234	187	74	524	249	106	95	20	59	34	73	51	257	25	31	25	25	56	51	23	23	64	38	14	214	1	56	39	26	25	34	21	59	73	13	9	1	9	42	0	31	5	2	1	3	71	22	8	3	19	15	18	3	32	3	13	18	5	6	9	2	3	6	5	5	11	17	4	2	4	8	2	9	5	5	1	19	9	6	3	2	0	6	4	18	4	15	5	1	1	0	1	0	0	3	0	1	6	5	4	11	2	1	1	2	11	7	17	0	1	1	0	0	3	0	1	0	0	1	0	0	0	1	6	1	2	4	3	0	0	0	5	0	4	2	0	4	0	4	0	0	9	0	0	1
443	362	137	84	162	52	88	97	51	55	19	157	83	27	29	2	12	12	22	7	73	10	12	11	4	16	17	13	1	13	16	2	61	0	17	10	9	14	11	3	14	27	0	4	0	4	11	0	10	1	1	0	0	18	7	1	4	3	2	1	0	9	1	7	8	0	0	3	0	3	4	3	4	4	4	1	0	0	1	0	1	0	1	1	7	2	1	0	1	0	0	0	1	1	7	1	0	0	0	1	0	0	1	0	0	2	2	2	5	0	0	0	1	0	2	3	0	0	1	0	0	1	0	0	1	0	2	1	1	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	2	0	1	0	1	0	0	1	0
2816	2365	798	587	821	372	590	685	390	347	117	983	398	185	172	25	95	60	120	84	443	65	63	55	57	97	104	44	39	106	70	31	355	1	85	67	38	63	58	19	101	126	18	12	2	10	61	1	58	15	2	5	5	87	34	16	12	34	34	38	8	48	2	36	32	6	10	16	1	7	11	10	17	19	25	7	3	1	9	2	4	5	6	0	36	30	15	0	8	3	9	4	34	3	48	4	6	1	0	1	1	0	5	0	1	17	8	6	13	8	0	3	2	4	20	14	0	2	4	0	0	4	1	2	0	1	6	1	1	0	0	8	3	0	4	4	0	2	0	7	1	2	1	0	14	4	4	1	1	7	0	3	4
2400	1941	710	482	675	301	535	565	373	299	99	824	348	125	149	25	79	57	83	77	363	67	45	37	42	84	75	37	36	87	69	29	314	2	91	50	40	54	53	26	81	110	19	13	1	11	51	0	45	9	5	4	3	87	24	13	16	20	27	24	3	27	4	29	16	2	10	14	3	7	7	14	17	17	17	6	2	3	7	2	3	2	3	3	24	18	15	4	12	4	7	6	29	4	45	3	3	1	0	1	0	0	7	1	0	6	5	8	8	0	2	1	3	4	11	18	0	1	1	0	0	3	4	1	2	0	1	0	4	0	1	4	7	1	1	2	1	2	1	5	0	3	10	0	7	0	4	2	0	5	1	2	0
403	343	128	100	121	53	95	90	56	53	17	142	63	19	29	10	13	11	16	16	57	8	4	4	10	10	7	10	7	9	17	7	57	0	7	15	8	12	4	1	12	18	3	5	0	2	11	0	2	2	0	1	2	14	2	0	0	2	1	2	0	5	0	1	5	2	1	3	0	2	3	1	2	1	2	1	1	1	1	0	0	2	1	0	7	3	4	1	1	0	0	2	4	0	11	2	0	0	0	2	0	1	0	2	1	1	0	1	2	0	0	0	0	1	2	4	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0	2	0	0	1
168	150	59	42	72	18	50	42	26	24	9	69	33	19	10	1	4	5	7	4	26	4	5	4	4	6	5	2	1	14	6	3	21	0	6	3	2	6	4	0	9	6	2	2	0	0	6	0	3	0	0	0	0	4	3	2	3	3	2	2	0	1	0	0	1	0	0	2	1	1	3	1	1	3	1	1	0	0	1	0	1	1	2	0	1	1	2	1	1	2	1	0	2	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0
730	545	196	140	185	80	145	138	117	104	23	234	111	46	42	6	19	18	25	19	108	17	14	14	13	18	18	9	12	25	14	8	79	0	21	22	13	8	11	6	22	24	7	4	0	2	22	0	4	1	1	0	0	35	11	3	3	8	7	9	2	13	2	9	8	3	1	5	0	2	9	4	4	6	4	0	0	1	2	2	1	1	0	0	5	2	3	1	5	0	3	0	13	1	8	1	2	0	0	0	0	0	2	1	0	4	2	3	3	0	1	0	0	3	4	6	0	1	1	0	0	1	0	2	0	0	2	4	0	0	0	0	1	0	1	0	0	0	0	2	1	1	3	0	1	1	0	0	0	2	0	0	0
