5295	8621	15709	824	3418	5512	3082	1109	309	1264	225	2460	748	3822	584	2515	432	5457	3018	1057	483	711	658	220	203	44	79	382	703	507	267	12	650	21	11	97	17	92	249	107	515	188	146	1182	43	15	62	177	107	74	39	101	79	88	1	130	40	103	180	70	38	1	7	27	35	302	24	79	107	7	66	33	43	53	92	39	22	133	19	14	34	139	46	30	12	96	74	64	27	2	15	98	117	5	59	34	40	59	21	14	89	74	56	2	70	70	9	49	3	1	81	20	12	4	60	12	19	28	13	9	2	47	63	10	9	14	35	6	0	28	6	26	32	6	2	2	13	12	38	25	14	7	5	11	14	32	10	9	1	0	7
31	44	82	5	19	22	16	9	0	6	2	17	5	22	4	12	4	37	16	4	2	2	4	0	2	0	1	2	4	3	3	0	3	0	0	0	0	0	2	0	2	0	2	6	0	0	0	2	0	0	0	0	2	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
188	306	549	28	129	188	105	31	18	41	5	78	24	144	18	84	17	205	113	35	19	15	14	6	7	0	2	10	23	14	5	0	19	3	0	2	0	3	10	2	13	6	2	45	0	2	2	7	5	3	1	2	4	1	0	0	1	3	3	2	2	0	0	0	2	13	1	3	5	0	1	0	0	4	4	1	3	5	0	2	2	4	1	2	1	5	1	3	1	0	0	5	6	0	1	2	0	8	0	0	2	1	1	0	1	1	0	2	0	0	2	1	1	0	1	0	0	1	0	0	0	1	4	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
1608	2748	5010	267	1071	1663	1003	303	91	390	70	772	201	1240	202	735	145	1709	1027	338	136	224	215	62	62	10	30	107	257	150	82	4	217	7	2	35	7	22	86	30	154	49	41	391	12	6	21	54	28	37	19	31	19	29	1	32	13	32	51	20	11	0	5	6	10	102	6	29	40	2	18	5	13	12	28	24	12	48	4	8	11	42	13	8	2	34	17	23	12	0	5	30	49	0	26	9	7	20	9	7	23	22	17	0	37	23	2	17	4	0	25	5	3	1	26	8	4	6	3	2	1	18	19	5	1	5	15	0	2	5	1	6	9	2	0	2	5	4	11	12	2	8	0	7	3	10	3	3	1	0	0
27	22	47	8	15	23	11	2	1	1	0	7	3	17	2	10	1	16	16	4	2	2	2	2	1	0	0	0	4	1	0	0	2	1	0	0	1	0	2	0	0	0	1	9	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1203	1914	3648	175	784	1270	737	267	73	280	45	534	157	876	131	540	104	1326	666	221	118	147	178	54	48	5	20	96	162	125	46	7	134	3	4	14	3	25	53	21	100	50	44	284	7	6	18	38	26	13	9	18	25	26	0	25	3	21	36	17	2	0	2	10	6	65	3	18	25	2	17	9	8	10	15	8	8	26	5	6	15	29	10	11	2	12	15	15	4	0	2	25	18	4	9	11	7	12	3	2	20	16	20	0	26	16	0	11	0	0	26	6	2	3	11	4	1	9	1	4	1	13	10	3	1	6	6	1	0	6	0	7	9	5	0	1	3	1	6	6	2	6	0	2	2	6	2	0	0	1	3
523	934	1629	83	369	604	313	131	29	136	31	235	77	383	58	268	48	575	354	114	50	67	65	16	22	2	7	51	59	50	19	1	73	1	1	12	1	8	44	15	41	21	10	144	6	2	4	30	10	9	2	9	4	11	0	17	6	13	16	4	5	0	1	1	3	29	0	12	9	0	6	2	4	7	4	3	3	24	1	5	6	8	1	3	2	13	3	7	4	0	1	15	11	1	7	2	5	9	1	5	11	5	6	0	9	3	3	5	0	0	8	4	1	1	8	3	0	2	4	0	0	4	7	0	1	4	1	0	0	2	0	3	2	2	0	0	1	1	6	2	0	1	0	2	1	4	1	1	0	0	0
708	1069	1956	102	423	750	370	147	35	140	34	273	88	440	70	317	54	659	402	133	58	80	81	26	22	5	7	46	81	57	29	2	80	3	0	10	3	12	32	13	61	27	13	162	4	0	8	14	11	14	9	7	8	13	0	11	7	9	27	8	8	1	1	2	7	31	4	9	15	1	7	4	4	4	11	7	4	16	1	1	1	14	3	4	4	11	7	6	5	0	0	10	15	0	7	4	5	6	1	0	16	7	10	1	12	4	0	3	0	0	10	2	2	1	8	2	2	11	1	2	1	3	6	2	1	3	4	0	1	3	2	4	10	2	0	1	2	4	4	2	3	0	0	1	0	3	0	1	0	0	1
112	167	300	22	67	100	60	14	9	29	4	50	15	60	12	39	9	98	48	20	9	17	6	1	1	1	2	12	12	8	5	1	9	1	0	2	0	2	1	3	9	2	6	26	0	3	1	3	1	2	1	2	1	3	0	4	2	2	5	0	1	0	0	0	0	5	1	1	2	0	1	0	1	1	2	1	0	1	0	0	2	1	0	1	0	1	2	2	1	0	0	0	3	0	0	1	3	2	0	0	1	1	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0
119	167	380	18	78	126	90	25	9	39	6	51	16	85	19	64	8	109	65	25	10	15	13	3	5	0	3	3	15	10	7	1	14	0	0	2	0	4	6	3	10	2	6	17	3	1	3	2	4	3	2	2	3	0	0	0	1	3	4	1	2	0	0	1	0	6	0	0	1	1	1	1	2	1	3	1	0	6	0	0	0	6	1	2	0	1	3	2	0	0	0	1	2	0	2	0	0	0	0	3	2	2	1	0	0	1	0	1	0	0	2	1	0	1	0	0	0	1	1	0	0	2	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1
