3157	10865	9236	6061	1548	15244	3590	2496	504	385	182	1160	66	1371	2898	182	3187	888	130	350	235	75	223	90	388	36	1127	891	591	154	828	295	737	1	34	1065	138	152	12	0	439	125	145	79	47	235	62	80	72	3	222	15	124	188	275	400	1	238	226	33	14	0	98	3	117	69	25	62	72	122	212	15	96	90	47	12	29	51	35	174	373	12	7	227	3	24	126	49	20	65	9	49	21	82	5	7	15	27	32	9	38	8	0	48	7	10	18	5	9	12	51	8	7	2	18	0	21	3	0	3	30	7	2	10	2	3	24	91	8	1	87	7	1	20	49	5	15	19	16	1	29	23	7	2	46	11	4	18	9	6	14	4	2	6	0	4	44	1	24	1	12	1	8	0	5	0	23	7	49	38	29	8	6
3073	10990	9363	6339	1575	15466	3673	2456	576	354	183	1172	65	1379	2869	182	3155	862	145	366	237	65	219	90	422	36	1216	976	571	155	910	314	801	4	46	1070	126	138	8	0	386	103	154	85	31	235	59	90	59	1	189	20	128	190	219	399	1	242	225	54	17	0	86	5	108	80	30	50	67	138	221	17	90	116	52	5	28	39	26	164	379	11	13	255	2	30	109	34	22	47	13	61	12	67	3	5	22	33	37	7	39	10	1	65	6	1	21	15	5	8	36	13	3	0	21	3	24	1	0	5	43	7	5	17	2	2	20	78	13	3	102	11	3	17	33	0	16	16	22	1	26	11	9	4	70	12	3	17	11	6	19	7	3	7	0	3	43	0	26	0	17	2	9	2	10	2	31	7	57	37	32	9	7
3498	12937	10761	7237	1817	18039	4358	2934	650	388	203	1276	76	1562	3302	222	3874	975	167	420	319	82	229	117	480	55	1356	1059	655	183	991	307	899	3	50	1281	163	171	18	1	523	110	170	108	34	298	89	95	72	3	236	17	174	254	325	442	1	281	294	40	16	1	93	4	136	95	36	82	84	137	250	27	96	107	45	14	27	48	31	198	460	13	9	266	3	35	144	37	19	61	10	61	25	73	3	5	28	28	38	2	59	15	0	69	5	7	18	14	8	13	52	8	9	0	13	2	40	13	1	5	49	11	9	17	6	3	25	101	15	2	125	17	2	18	32	7	25	30	14	7	40	31	7	4	82	23	7	15	8	10	12	5	4	6	1	9	58	1	25	0	13	7	13	3	11	3	38	6	61	38	47	11	2
383	1300	1043	710	204	1754	435	313	65	31	23	136	5	153	382	16	369	89	20	44	24	5	24	18	40	3	130	103	77	21	96	29	86	0	4	89	14	12	6	0	49	6	21	4	4	28	12	12	7	0	19	5	14	26	24	52	0	27	36	0	0	0	11	3	15	8	5	9	8	15	21	2	4	11	2	0	6	2	4	21	43	0	1	31	1	2	10	6	1	6	0	8	0	9	0	1	1	3	6	1	6	2	0	9	0	0	3	1	3	1	7	0	0	0	1	0	2	0	0	1	5	1	0	1	0	1	4	12	1	1	9	1	0	5	3	0	6	4	2	0	7	2	1	1	6	1	0	1	1	0	1	0	0	0	0	0	8	0	0	0	1	0	0	1	4	1	1	1	5	4	1	0	1
393	1402	1191	807	209	1916	472	315	62	55	26	138	11	185	371	23	412	122	25	42	35	9	27	15	56	2	170	127	79	20	91	32	114	0	6	107	24	14	0	0	49	10	19	9	6	32	10	9	5	0	24	2	13	20	29	48	0	25	35	3	5	0	13	1	14	10	3	9	11	26	24	1	10	14	5	1	2	6	2	26	43	1	0	29	0	2	15	8	3	8	2	6	2	3	0	1	3	3	6	2	3	0	0	7	0	0	1	0	1	1	6	2	0	0	2	1	3	0	0	1	2	0	1	1	0	1	0	13	2	0	12	1	0	2	11	0	0	2	0	0	4	1	0	0	7	1	0	1	0	0	0	0	1	0	0	0	5	0	2	0	2	0	0	0	0	1	3	0	8	6	5	3	3
153	527	504	279	75	768	196	116	18	13	12	67	0	61	130	7	178	42	7	22	11	3	10	8	17	5	64	44	28	8	32	14	45	1	0	57	9	6	1	0	15	10	5	2	3	19	2	2	8	0	12	1	8	11	7	18	0	9	13	3	2	0	6	0	2	3	1	2	4	4	11	1	5	5	1	1	2	3	1	3	14	1	0	10	0	0	2	2	1	2	0	2	0	7	0	0	2	1	1	0	4	0	0	2	1	0	0	0	0	1	2	3	0	0	2	1	2	1	0	1	2	0	0	0	0	0	0	9	2	0	3	0	0	4	2	1	0	1	0	0	1	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	5	4	0	0	0
494	1939	1608	1076	277	2589	590	438	89	60	34	181	14	247	507	37	521	146	31	77	41	13	36	19	69	6	216	160	89	28	158	39	121	1	5	184	24	22	0	0	56	15	26	6	2	33	14	11	4	0	31	3	27	26	41	56	0	45	42	14	6	0	16	3	17	14	4	8	9	22	35	5	9	15	4	1	4	10	3	27	67	1	4	54	1	4	14	3	0	10	2	12	3	10	1	0	5	1	10	0	6	3	1	7	1	1	4	1	1	1	8	1	1	0	7	1	7	1	0	2	8	2	0	1	1	1	1	10	4	0	10	0	0	2	8	0	3	7	2	0	6	6	1	3	9	5	1	3	2	0	2	2	0	0	0	1	9	1	4	0	3	2	2	0	1	1	7	2	5	6	6	4	0
2077	7554	6408	4308	1068	10449	2623	1678	393	241	127	770	40	934	1949	117	2212	549	89	258	167	47	134	59	284	24	815	644	437	104	610	209	553	1	30	728	89	108	5	1	310	69	103	61	19	187	44	52	39	1	157	6	88	147	183	272	1	176	183	26	10	0	62	1	84	33	20	55	41	75	160	13	45	57	29	5	19	28	17	90	268	10	10	165	1	24	68	26	12	31	7	26	12	56	9	1	9	15	26	3	29	10	3	43	1	5	14	10	2	10	29	3	8	0	18	2	18	5	0	4	33	8	3	8	1	4	14	53	8	1	62	8	1	16	24	4	16	7	8	4	17	9	4	3	46	8	2	14	8	4	9	10	3	4	0	1	34	1	15	0	6	3	4	1	3	1	17	3	31	23	15	9	4
1067	3703	3260	2122	517	5364	1312	866	201	116	64	386	22	447	931	54	1115	279	42	123	86	24	67	34	148	13	404	355	208	48	298	105	267	1	9	381	55	56	6	1	143	24	58	30	16	65	25	33	24	0	72	8	66	70	87	138	2	81	72	15	6	0	33	1	46	20	10	19	22	55	77	8	36	33	15	3	8	10	9	55	140	4	1	75	1	9	39	17	5	23	3	16	7	22	2	2	9	7	13	4	23	4	0	15	0	0	8	5	0	2	19	3	8	0	4	2	10	3	1	0	23	0	2	3	2	1	5	33	5	0	37	2	2	7	16	3	6	6	3	1	12	3	4	1	11	4	1	6	1	2	0	3	1	2	0	0	21	0	12	0	6	1	1	1	1	0	5	2	17	16	8	3	1
230	910	833	473	127	1204	297	191	34	28	18	90	8	108	203	9	258	84	13	31	12	5	19	10	35	2	101	76	49	12	73	14	53	1	2	75	14	18	1	0	35	7	3	8	2	21	5	6	6	0	10	1	7	16	16	41	0	25	29	2	3	0	9	0	10	3	0	6	6	7	17	1	7	12	3	0	2	6	2	11	33	1	3	17	0	3	11	6	0	5	0	6	2	7	0	1	2	0	1	0	4	2	0	3	0	0	0	1	0	0	3	0	1	0	1	0	1	0	0	2	5	1	0	0	0	0	2	3	2	0	7	1	0	3	3	0	3	4	1	1	3	2	1	0	4	3	0	2	2	2	0	0	0	1	0	1	4	1	3	0	1	0	1	0	0	0	4	0	2	1	3	0	1
